Company Name,Investment Date,Company ID,SIC Code,NAIC Code ,Round Number,Equity Amount Disclosed (USD Mil),Valuation at Transaction Date (USD Mil),No. of Funds at Investment Date,Firm Name,Fund Name,Fund Known Equity Invested in Company at Investment Date (USD Mil)
Bizzenergy Ltd,02/16/2001,C901275886,4911,221122,2,4.80,49.60,2,Old Mutual PLC,Gerrard Energy Ventures,-
Bizzenergy Ltd,06/28/2001,C901275886,4911,221122,3,0.90,50.20,2,Atlas Venture,Atlas Venture V,0.35
Bizzenergy Ltd,06/28/2001,C901275886,4911,221122,3,0.90,50.20,2,Undisclosed Firm,Undisclosed Fund,-
"Black Ink Systems, Inc.",05/01/2001,C901365615,-,-,2,-,16.52,1,Charles River Ventures LLC,Charles River Partnership X,-
Blackboard Inc,04/16/2001,C900424147,7372,511210,4,52.00,210.13,14,Aurora Funds Inc,"Aurora Ventures II, LLC",-
Blackboard Inc,04/16/2001,C900424147,7372,511210,4,52.00,210.13,14,Carlyle Group LP,"Carlyle Venture Partners, L.P.",-
Blackboard Inc,04/16/2001,C900424147,7372,511210,4,52.00,210.13,14,RBC Capital Markets Holdings (USA) Inc,Dain Rauscher Corporation - Unspecified Fund,-
Blackboard Inc,04/16/2001,C900424147,7372,511210,4,52.00,210.13,14,Aurora Funds Inc,Harbinger/Aurora QP Venture Fund LLC,0.59
Blackboard Inc,04/16/2001,C900424147,7372,511210,4,52.00,210.13,14,Actua Corp,Internet Capital Group -Unspecified Fund,-
Blackboard Inc,04/16/2001,C900424147,7372,511210,4,52.00,210.13,14,Kaplan Inc,Kaplan,-
Blackboard Inc,04/16/2001,C900424147,7372,511210,4,52.00,210.13,14,Merrill Lynch Capital Partners Inc,Merrill Lynch Capital Partners - Unspecified Fund,-
Blackboard Inc,04/16/2001,C900424147,7372,511210,4,52.00,210.13,14,Microsoft Corp,Microsoft Corporation - Unspecified Fund,-
Blackboard Inc,04/16/2001,C900424147,7372,511210,4,52.00,210.13,14,Novak Biddle Venture Partners LP,"Novak Biddle Partners II, L.P.",-
Blackboard Inc,04/16/2001,C900424147,7372,511210,4,52.00,210.13,14,Oak Hill Capital Management,"Oak Hill Capital Partners, L.P.",24.38
Blackboard Inc,04/16/2001,C900424147,7372,511210,4,52.00,210.13,14,Time Warner Investments,Time Warner Investments - Unspecified Fund,-
Blackboard Inc,04/16/2001,C900424147,7372,511210,4,52.00,210.13,14,Undisclosed Firm,Undisclosed Fund,-
Blackboard Inc,04/16/2001,C900424147,7372,511210,4,52.00,210.13,14,Undisclosed Firm,Undisclosed Fund,-
Blackboard Inc,04/16/2001,C900424147,7372,511210,4,52.00,210.13,14,Undisclosed Firm,Undisclosed Fund,-
"Bloodhound, Inc.",02/26/2001,C901781725,7373,541512,3,11.00,26.00,5,Delta Private Equity Partners LLC,Delta Private Equity Partners - Unspecified Fund,-
"Bloodhound, Inc.",02/26/2001,C901781725,7373,541512,3,11.00,26.00,5,NMP Management Corp,Noro-Moseley Partners - Unspecified Fund,7.00
"Bloodhound, Inc.",02/26/2001,C901781725,7373,541512,3,11.00,26.00,5,River Capital Pty Ltd,River Capital Pty. Ltd. - Unspecified Fund,-
"Bloodhound, Inc.",02/26/2001,C901781725,7373,541512,3,11.00,26.00,5,SSM Partners LP,"SSM Venture Partners II, L.P.",-
"Bloodhound, Inc.",02/26/2001,C901781725,7373,541512,3,11.00,26.00,5,Wakefield Group,Wakefield Group - Unspecified Fund,0.35
"Blue Agave Software, Inc.",08/01/2001,C901180548,7372,511210,1,5.00,12.00,2,Flagship Ventures,"OneLiberty Ventures 2000, L.P.",0.91
"Blue Agave Software, Inc.",08/01/2001,C901180548,7372,511210,1,5.00,12.00,2,Sigma Partners,Sigma Partners V,-
"Blue Dolphin Group, Inc.",03/20/2001,C901386733,5961,454111,2,14.00,45.00,4,Commonwealth Capital Ventures,CCV III Associates,0.17
"Blue Dolphin Group, Inc.",03/20/2001,C901386733,5961,454111,2,14.00,45.00,4,Commonwealth Capital Ventures,"Commonwealth Capital Ventures III, L.P.",3.83
"Blue Dolphin Group, Inc.",03/20/2001,C901386733,5961,454111,2,14.00,45.00,4,"Matrix Partners, L.P.",Matrix Partners - Unspecified Fund,-
"Blue Dolphin Group, Inc.",03/20/2001,C901386733,5961,454111,2,14.00,45.00,4,North Bridge Venture Partners LP,North Bridge Venture Partners - Unspecified Fund,5.00
"Blue Nile, Inc.",06/30/2001,C900431037,7375,448310,5,6.63,27.85,11,Bessemer Venture Partners,"Bessec Ventures IV, L.P.",0.74
"Blue Nile, Inc.",06/30/2001,C900431037,7375,448310,5,6.63,27.85,11,Bessemer Venture Partners,"Bessemer Venture Partners IV, L.P.",1.11
"Blue Nile, Inc.",06/30/2001,C900431037,7375,448310,5,6.63,27.85,11,Integral Capital Partners,Integral Capital Partners - Unspecified Fund,-
"Blue Nile, Inc.",06/30/2001,C900431037,7375,448310,5,6.63,27.85,11,Kleiner Perkins Caufield & Byers LLC,Kleiner Perkins Caufield & Byers - Unspecified Fund,-
"Blue Nile, Inc.",06/30/2001,C900431037,7375,448310,5,6.63,27.85,11,Trinity Ventures LLP,Trinity Ventures - Unspecified Fund,-
"Blue Nile, Inc.",06/30/2001,C900431037,7375,448310,5,6.63,27.85,11,Vulcan Capital Group Llc,Vulcan Capital - Unspecified Fund,-
"Blue Nile, Inc.",06/30/2001,C900431037,7375,448310,5,6.63,27.85,11,Opus Capital,Weiss Peck & Greer Venture Associates V,0.48
"Blue Nile, Inc.",06/30/2001,C900431037,7375,448310,5,6.63,27.85,11,Opus Capital,"Weiss, Peck & Greer Venture Associates V-A",0.00
"Blue Nile, Inc.",06/30/2001,C900431037,7375,448310,5,6.63,27.85,11,Opus Capital,"Weiss, Peck & Greer Venture Assoicates V Cayman, L.P.",0.10
"Blue Nile, Inc.",06/30/2001,C900431037,7375,448310,5,6.63,27.85,11,Opus Capital,"WPG Information Sciences Entrepeneur Fund II, L.P.",0.01
"Blue Nile, Inc.",06/30/2001,C900431037,7375,448310,5,6.63,27.85,11,Opus Capital,"WPG Information Sciences Entrepeneur Fund II-A, L.P.",0.01
"Blue Pumpkin Software, Inc.",07/24/2001,C900581012,7372,334611,7,19.20,143.86,8,Brentwood Venture Capital,"Brentwood Associates VIII, L.P.",1.00
"Blue Pumpkin Software, Inc.",07/24/2001,C900581012,7372,334611,7,19.20,143.86,8,RBC Capital Markets Holdings (USA) Inc,Dain Rauscher Corporation - Unspecified Fund,-
"Blue Pumpkin Software, Inc.",07/24/2001,C900581012,7372,334611,7,19.20,143.86,8,Embarcadero Funds,Embarcadero Funds - Unspecified Fund,-
"Blue Pumpkin Software, Inc.",07/24/2001,C900581012,7372,334611,7,19.20,143.86,8,J & W Seligman and Co Inc,J&W Seligman & Company,-
"Blue Pumpkin Software, Inc.",07/24/2001,C900581012,7372,334611,7,19.20,143.86,8,Needham Capital Partners,"Needham Capital Partners III, L.P.",-
"Blue Pumpkin Software, Inc.",07/24/2001,C900581012,7372,334611,7,19.20,143.86,8,Cipio Partners GmbH,Siemens Venture Capital Communications Fund,-
"Blue Pumpkin Software, Inc.",07/24/2001,C900581012,7372,334611,7,19.20,143.86,8,Undisclosed Firm,Undisclosed Fund,-
"Blue Pumpkin Software, Inc.",07/24/2001,C900581012,7372,334611,7,19.20,143.86,8,C E Unterberg Towbin Co,Unterberg Towbin Capital Partners I (FKA Unterberg Harris I),-
BlueArc Corporation,04/27/2001,C901395058,3572,334112,3,72.00,312.00,11,Apax Partners LLP,APA Excelsior V,7.28
BlueArc Corporation,04/27/2001,C901395058,3572,334112,3,72.00,312.00,11,Apax Partners LLP,APAX Ventures IV,-
BlueArc Corporation,04/27/2001,C901395058,3572,334112,3,72.00,312.00,11,Celtic House Venture Partners Inc,Celtic House Venture Partners - Unspecified Fund,-
BlueArc Corporation,04/27/2001,C901395058,3572,334112,3,72.00,312.00,11,Dell Ventures LP,Dell Ventures - Unspecified Fund,-
BlueArc Corporation,04/27/2001,C901395058,3572,334112,3,72.00,312.00,11,Myqube Srl,EuroQube Fund,-
BlueArc Corporation,04/27/2001,C901395058,3572,334112,3,72.00,312.00,11,Fort Washington Capital,"Fort Washington Private Equity Investors II, L.P.",2.00
BlueArc Corporation,04/27/2001,C901395058,3572,334112,3,72.00,312.00,11,Fort Washington Capital,"Fort Washington Private Equity Investors III, L.P.",1.00
BlueArc Corporation,04/27/2001,C901395058,3572,334112,3,72.00,312.00,11,Parkmead Group PLC,Interregnum IT Fund,-
BlueArc Corporation,04/27/2001,C901395058,3572,334112,3,72.00,312.00,11,JPMorgan Chase & Co,J.P. Morgan Chase & Co. - Unspecified Fund,-
BlueArc Corporation,04/27/2001,C901395058,3572,334112,3,72.00,312.00,11,Pacific Corporate Group LLC,New York State Common Co-Investment Fund,4.00
BlueArc Corporation,04/27/2001,C901395058,3572,334112,3,72.00,312.00,11,Weston Presidio Capital,"Weston Presidio Capital IV, L.P.",19.69
"BlueBolt Networks, Inc.",02/15/2001,C900930504,-,-,2,5.90,10.00,5,Atlantis Group LLC,Atlantis Group,-
"BlueBolt Networks, Inc.",02/15/2001,C900930504,-,-,2,5.90,10.00,5,Charlotte Angel Partners,Charlotte Angel Partners - Unspecified Fund,-
"BlueBolt Networks, Inc.",02/15/2001,C900930504,-,-,2,5.90,10.00,5,Gray Ventures,Gray Ventures -Unspecified Fund,0.50
"BlueBolt Networks, Inc.",02/15/2001,C900930504,-,-,2,5.90,10.00,5,Truepilot LLC,TruePilot -Unspecified Fund,-
"BlueBolt Networks, Inc.",02/15/2001,C900930504,-,-,2,5.90,10.00,5,Wakefield Group,Wakefield Group - Unspecified Fund,1.50
Bluefire Security Technologies Inc,07/27/2001,C901187537,7372,511210,1,1.00,3.00,2,Walker Ventures SBIC,Maryland Angels Council,0.20
Bluefire Security Technologies Inc,07/27/2001,C901187537,7372,511210,1,1.00,3.00,2,Walker Ventures SBIC,Walker Investment Fund II,0.80
Bluefish Wireless Inc,06/05/2001,C900635750,7372,334611,3,1.80,7.50,2,Allen & Buckeridge Pty Ltd,Allen & Buckeridge III & Co-investing Funds,-
Bluefish Wireless Inc,06/05/2001,C900635750,7372,334611,3,1.80,7.50,2,Latitude Capital Group,NetworkAsia,-
Bluegate Optimisation Technologies,04/04/2001,C000062659,7372,334611,1,1.71,10.34,3,Rendex Partners CVBA,Rendex,-
Bluegate Optimisation Technologies,04/04/2001,C000062659,7372,334611,1,1.71,10.34,3,Srib,SRIB / GIMB,0.09
Bluegate Optimisation Technologies,04/04/2001,C000062659,7372,334611,1,1.71,10.34,3,Undisclosed Firm,Undisclosed Fund,-
Bms Solutions  Ltd,12/01/2001,C901371482,-,-,3,-,0.42,1,Strathdon Investments Ltd,"Strathdon Investments, Ltd.",0.08
Bnx Systems Corp,09/17/2001,C901474756,7372,334611,3,16.00,35.00,8,Advanta Growth Capital  LP,"Advanta Growth Capital, L.P.",-
Bnx Systems Corp,09/17/2001,C901474756,7372,334611,3,16.00,35.00,8,Carlyle Group LP,"Carlyle Venture Partners, L.P.",2.50
Bnx Systems Corp,09/17/2001,C901474756,7372,334611,3,16.00,35.00,8,Columbia Capital LP,Columbia Capital Equity Partners III,5.10
Bnx Systems Corp,09/17/2001,C901474756,7372,334611,3,16.00,35.00,8,New Vantage Group,"Dinner Club, The",0.13
Bnx Systems Corp,09/17/2001,C901474756,7372,334611,3,16.00,35.00,8,NextLevel Group,NextLevel Group -Unspecified Fund,-
Bnx Systems Corp,09/17/2001,C901474756,7372,334611,3,16.00,35.00,8,Undisclosed Firm,Undisclosed Fund,-
Bnx Systems Corp,09/17/2001,C901474756,7372,334611,3,16.00,35.00,8,Undisclosed Firm,Undisclosed Fund,-
Bnx Systems Corp,09/17/2001,C901474756,7372,334611,3,16.00,35.00,8,Walker Ventures SBIC,Walker Investment Fund I,0.40
"Boats.com, Inc.",02/13/2001,C900577495,7375,519130,4,5.75,17.90,3,Mayfield Fund,Mayfield X,3.99
"Boats.com, Inc.",02/13/2001,C900577495,7375,519130,4,5.75,17.90,3,Trident Capital,Trident Capital Fund - IV,1.33
"Boats.com, Inc.",02/13/2001,C900577495,7375,519130,4,5.75,17.90,3,Undisclosed Firm,Undisclosed Fund,-
"Boingo Wireless, Inc.",07/20/2001,C900866312,4899,517210,1,9.50,31.78,3,Evercore Partners Inc,Evercore Ventures,0.13
"Boingo Wireless, Inc.",07/20/2001,C900866312,4899,517210,1,9.50,31.78,3,"New Enterprise Associates, Inc.","New Enterprise Associates 10, L.P.",8.98
"Boingo Wireless, Inc.",07/20/2001,C900866312,4899,517210,1,9.50,31.78,3,Undisclosed Firm,Undisclosed Fund,-
"Bolt, Inc.",06/15/2001,C900412450,7375,511210,5,4.00,33.44,5,Calera Capital Management Inc,Bechtel Corporation,-
"Bolt, Inc.",06/15/2001,C900412450,7375,511210,5,4.00,33.44,5,Highland Capital Partners LLC,Highland Capital Partners IV Family,-
"Bolt, Inc.",06/15/2001,C900412450,7375,511210,5,4.00,33.44,5,Oak Investment Partners,Oak Investment Partners VIII,-
"Borderfree, Inc.",10/01/2001,C903136098,7372,511210,6,5.33,15.50,4,Ontario Teachers' Pension Plan,Blackboard Ventures,1.27
"Borderfree, Inc.",10/01/2001,C903136098,7372,511210,6,5.33,15.50,4,Brightspark Ventures,Brightspark Ventures,1.52
"Borderfree, Inc.",10/01/2001,C903136098,7372,511210,6,5.33,15.50,4,Mosaic Venture Partners,Mosaic Ventures Fund,1.59
"Borderfree, Inc.",10/01/2001,C903136098,7372,511210,6,5.33,15.50,4,Torstar Corp,Torstar Corporation - Unspecified Fund,0.95
"Boston Medical Technologies, Inc.",06/18/2001,C901225145,5047,423450,3,22.60,55.66,9,Atlas Venture,Atlas Venture - Unspecified Fund,-
"Boston Medical Technologies, Inc.",06/18/2001,C901225145,5047,423450,3,22.60,55.66,9,Boston University Technology Development Fund,Boston University Technology Development Fund - Unspecified,-
"Boston Medical Technologies, Inc.",06/18/2001,C901225145,5047,423450,3,22.60,55.66,9,CHL Medical Partners LP,"CHL Medical Partners, L.P.",0.85
"Boston Medical Technologies, Inc.",06/18/2001,C901225145,5047,423450,3,22.60,55.66,9,Exeter Capital Partners,Exeter Capital -Unspecified Fund,-
"Boston Medical Technologies, Inc.",06/18/2001,C901225145,5047,423450,3,22.60,55.66,9,Prism Ventureworks,Prism Venture Partners III,10.00
"Boston Medical Technologies, Inc.",06/18/2001,C901225145,5047,423450,3,22.60,55.66,9,Tsg Equity Partners LLC,"TSG Equity Partners, L.L.C. - Unspecified Fund",-
"Boston Medical Technologies, Inc.",06/18/2001,C901225145,5047,423450,3,22.60,55.66,9,Undisclosed Firm,Undisclosed Fund,-
"Boston Medical Technologies, Inc.",06/18/2001,C901225145,5047,423450,3,22.60,55.66,9,Undisclosed Firm,Undisclosed Fund,-
"Boston Medical Technologies, Inc.",06/18/2001,C901225145,5047,423450,3,22.60,55.66,9,Undisclosed Firm,Undisclosed Fund,-
Boston Scientific Santa Rosa Corp,01/18/2001,C902944042,3841,339112,3,12.75,40.00,5,ABS Ventures,ABS Ventures V,5.84
Boston Scientific Santa Rosa Corp,01/18/2001,C902944042,3841,339112,3,12.75,40.00,5,Asset Management Co,Asset Management Ventures - Unspecified Fund,-
Boston Scientific Santa Rosa Corp,01/18/2001,C902944042,3841,339112,3,12.75,40.00,5,De Novo Ventures LLC,"De Novo Ventures I, L.P.",-
Boston Scientific Santa Rosa Corp,01/18/2001,C902944042,3841,339112,3,12.75,40.00,5,Delphi Ventures,Delphi Ventures - Unspecified Fund,-
Boston Scientific Santa Rosa Corp,01/18/2001,C902944042,3841,339112,3,12.75,40.00,5,Vertical Group Inc,"Vertical Group, The",-
"Bradley Pharmaceuticals, Inc.",10/31/2001,C000027765,2834,325412,1,12.00,103.62,4,Essex Woodlands Management Inc,"Essex Woodlands Health Ventures Fund V, L.P.",3.00
"Bradley Pharmaceuticals, Inc.",10/31/2001,C000027765,2834,325412,1,12.00,103.62,4,Undisclosed Firm,Undisclosed Fund,-
"Bradley Pharmaceuticals, Inc.",10/31/2001,C000027765,2834,325412,1,12.00,103.62,4,Undisclosed Firm,Undisclosed Fund,-
"Bradley Pharmaceuticals, Inc.",10/31/2001,C000027765,2834,325412,1,12.00,103.62,4,Undisclosed Firm,Undisclosed Fund,-
BrandMuscle Inc,11/27/2001,C901167647,7372,541613,3,0.75,16.37,1,Alta Equity Partners,"Alta Communications VIII, L.P.",0.75
"BrassRing, LLC",01/23/2001,C901526965,7372,511210,4,15.00,144.81,5,Accel Partners & Co Inc,Accel Partners - Unspecified Fund,0.22
"BrassRing, LLC",01/23/2001,C901526965,7372,511210,4,15.00,144.81,5,Accel Partners & Co Inc,Accel VI L.P.,0.94
"BrassRing, LLC",01/23/2001,C901526965,7372,511210,4,15.00,144.81,5,Kaplan Inc,Kaplan,6.24
"BrassRing, LLC",01/23/2001,C901526965,7372,511210,4,15.00,144.81,5,Undisclosed Firm,Undisclosed Fund,4.13
"BrassRing, LLC",01/23/2001,C901526965,7372,511210,4,15.00,144.81,5,Undisclosed Firm,Undisclosed Fund,3.48
"Bravo Health, Inc.",12/11/2001,C902778745,8361,623312,7,2.00,10.78,4,Coleman Swenson Booth Inc,"Coleman Swenson Hoffman Booth IV, L.P.",1.00
"Bravo Health, Inc.",12/11/2001,C902778745,8361,623312,7,2.00,10.78,4,"New Enterprise Associates, Inc.","New Enterprise Associates 8-A, L.P.",0.15
"Bravo Health, Inc.",12/11/2001,C902778745,8361,623312,7,2.00,10.78,4,"New Enterprise Associates, Inc.","New Enterprise Associates VI, L.P.",0.70
"Bravo Health, Inc.",12/11/2001,C902778745,8361,623312,7,2.00,10.78,4,"New Enterprise Associates, Inc.","New Enterprise Associates VIII, L.P.",0.15
Braxtel Communications,08/20/2001,C900931055,-,-,3,0.18,12.31,1,Geocapital Partners LLC,"Geocapital V, L.P.",0.18
"Bremer Associates, Inc.",12/31/2001,C901166266,-,-,3,-,0.50,1,Irwin Ventures LLC,Irwin Ventures LLC,0.50
"Briazz, Inc.",02/01/2001,C000076610,5812,311712,5,3.05,66.60,1,Undisclosed Firm,Undisclosed Fund,-
"Bridge Medical, Inc.",09/21/2001,C900554514,7372,334611,8,3.00,59.96,3,Coral Ventures Inc,"Coral Partners II, L.P.",0.50
"Bridge Medical, Inc.",09/21/2001,C900554514,7372,334611,8,3.00,59.96,3,"New Enterprise Associates, Inc.","New Enterprise Associates VI, L.P.",1.25
"Bridge Medical, Inc.",09/21/2001,C900554514,7372,334611,8,3.00,59.96,3,"New Enterprise Associates, Inc.",New Enterprise Associates VII,1.25
Bridium,05/23/2001,C900931032,7372,511210,2,-,7.50,1,"Harbor Payments, Inc.",CyberStarts,3.50
"Brience, Inc.",04/01/2001,C900423965,7372,334611,5,12.12,120.55,1,GTCR Golder Rauner LLC,"GTCR Fund VII, L.P.",12.12
"Brience, Inc.",09/30/2001,C900423965,7372,334611,6,3.65,126.78,1,GTCR Golder Rauner LLC,"GTCR Fund VII, L.P.",3.65
"BrightLink Networks, Inc.",06/20/2001,C900424153,-,-,4,35.80,58.37,8,ePlanet Capital,"Draper Fisher Jurvetson ePlanet Ventures, L.P.",9.63
"BrightLink Networks, Inc.",06/20/2001,C900424153,-,-,4,35.80,58.37,8,Draper Fisher Jurvetson,"Draper Fisher Jurvetson Fund V, LP",5.98
"BrightLink Networks, Inc.",06/20/2001,C900424153,-,-,4,35.80,58.37,8,Goldman Sachs & Co,"GS Capital Partners III, L.P.",3.00
"BrightLink Networks, Inc.",06/20/2001,C900424153,-,-,4,35.80,58.37,8,Menlo Ventures,"Menlo Ventures VII, L.P.",3.17
"BrightLink Networks, Inc.",06/20/2001,C900424153,-,-,4,35.80,58.37,8,"Mitsui & Co. Global Investment, Ltd.","Mitsui & Co. Global Investment, Inc. - Unspecified Fund",-
"BrightLink Networks, Inc.",06/20/2001,C900424153,-,-,4,35.80,58.37,8,Sprout Group,Sprout Capital VIII,6.03
"BrightLink Networks, Inc.",06/20/2001,C900424153,-,-,4,35.80,58.37,8,Sprout Group,"Sprout Venture Capital, L.P.",0.36
"BrightLink Networks, Inc.",06/20/2001,C900424153,-,-,4,35.80,58.37,8,Vision Capital Management,"Vision Capital, L.P.",-
"British Marine Holdings, Ltd.",12/12/2001,C901319862,6411,524298,2,25.00,870.38,1,Capital Z Partners Ltd,"Capital Z Financial Services Fund III, LP.",25.00
"Broad Daylight, Inc.",08/21/2001,C901369028,7372,511210,4,5.40,12.91,4,2M Iinvest A/S,2M Invest,-
"Broad Daylight, Inc.",08/21/2001,C901369028,7372,511210,4,5.40,12.91,4,Jordan Edmiston Group,JEGI Internet Economy Partners,-
"Broad Daylight, Inc.",08/21/2001,C901369028,7372,511210,4,5.40,12.91,4,Nexus Group LLC,Nexus Group LLC,-
"Broad Daylight, Inc.",08/21/2001,C901369028,7372,511210,4,5.40,12.91,4,Foundry Group LLC,SOFTBANK Technology Ventures V,1.23
"Broadband Storage, Inc.",03/13/2001,C901172395,-,-,1,15.45,45.45,5,Globaleuronet Group Inc,GlobalEuroNet Group,-
"Broadband Storage, Inc.",03/13/2001,C901172395,-,-,1,15.45,45.45,5,Navigation Capital Partners Inc,Mellon Ventures Direct Investment Fund,5.00
"Broadband Storage, Inc.",03/13/2001,C901172395,-,-,1,15.45,45.45,5,Moore Capital Holdings LLC,Moore Capital,-
"Broadband Storage, Inc.",03/13/2001,C901172395,-,-,1,15.45,45.45,5,"Morgan Keegan & Co., Inc.",Morgan Keegan - Unspecified Fund,-
"Broadband Storage, Inc.",03/13/2001,C901172395,-,-,1,15.45,45.45,5,Undisclosed Firm,Undisclosed Fund,-
"BroadJump, Inc.",04/01/2001,C900543994,7372,511210,3,25.00,200.00,7,Accel Partners & Co Inc,Accel VII L.P.,0.64
"BroadJump, Inc.",04/01/2001,C900543994,7372,511210,3,25.00,200.00,7,Austin Ventures,"Austin Ventures VI, L.P.",1.83
"BroadJump, Inc.",04/01/2001,C900543994,7372,511210,3,25.00,200.00,7,Bellsouth Corp,Bell South Ventures Corp.,-
"BroadJump, Inc.",04/01/2001,C900543994,7372,511210,3,25.00,200.00,7,Nortel Networks Corp,Nortel Networks Corporation,-
"BroadJump, Inc.",04/01/2001,C900543994,7372,511210,3,25.00,200.00,7,"Pacific Capital, L.P.","Pacific Capital, L.P. - Unspecified Fund",-
"BroadJump, Inc.",04/01/2001,C900543994,7372,511210,3,25.00,200.00,7,AT&T Inc,SBC Communications,-
"BroadJump, Inc.",04/01/2001,C900543994,7372,511210,3,25.00,200.00,7,Techxas Ventures LLC,Techxas Fund II,0.56
"Broadslate Networks, Inc.",05/30/2001,C900800966,7375,519130,5,60.00,105.00,10,Bessemer Venture Partners,"Bessec Ventures IV, L.P.",0.40
"Broadslate Networks, Inc.",05/30/2001,C900800966,7375,519130,5,60.00,105.00,10,Bessemer Venture Partners,"Bessemer Venture Partners IV, L.P.",0.60
"Broadslate Networks, Inc.",05/30/2001,C900800966,7375,519130,5,60.00,105.00,10,Charles River Ventures LLC,Charles River Partnership X,1.24
"Broadslate Networks, Inc.",05/30/2001,C900800966,7375,519130,5,60.00,105.00,10,Columbia Capital LP,Columbia Capital Equity Partners II,4.00
"Broadslate Networks, Inc.",05/30/2001,C900800966,7375,519130,5,60.00,105.00,10,Columbia Capital LP,Columbia Capital Equity Partners III,27.40
"Broadslate Networks, Inc.",05/30/2001,C900800966,7375,519130,5,60.00,105.00,10,JPMorgan Chase & Co,J.P. Morgan Chase & Co. - Unspecified Fund,-
"Broadslate Networks, Inc.",05/30/2001,C900800966,7375,519130,5,60.00,105.00,10,Undisclosed Firm,Undisclosed Fund,-
"Broadslate Networks, Inc.",05/30/2001,C900800966,7375,519130,5,60.00,105.00,10,Undisclosed Firm,Undisclosed Fund,-
