"investment.date","company.id","firm.name","round.number","amount","valuation","equity.invested"
2007-05-17,"Company Q","Fund 9",1,10,29,1
2007-05-17,"Company Q","Fund 10",1,1,30,1
2007-05-24,"Company Q","Fund 1",2,8,27,4
2007-05-24,"Company Q","Fund 2",2,5,25,7
2007-05-24,"Company Q","Fund 3",2,1,26,5
2007-05-24,"Company Q","Fund 4",2,9,27,2
2007-05-24,"Company Q","Fund 5",2,1,35,2
2007-05-24,"Company Q","Fund 6",2,5,30,8
2007-05-24,"Company Q","Fund 7",2,5,23,4
2007-05-24,"Company Q","Fund 8",2,7,23,3
2007-05-24,"Company Q","Fund 9",2,3,21,10
2007-05-24,"Company Q","Fund 10",2,7,36,1
2007-06-03,"Company Q","Fund 1",3,6,24,12
2007-06-03,"Company Q","Fund 2",3,4,27,12
2007-06-03,"Company Q","Fund 3",3,1,35,6
2007-06-03,"Company Q","Fund 4",3,1,24,11
2007-06-03,"Company Q","Fund 5",3,7,33,3
2007-06-03,"Company Q","Fund 6",3,5,29,13
2007-06-03,"Company Q","Fund 7",3,10,39,9
2007-06-03,"Company Q","Fund 8",3,3,32,10
2007-06-03,"Company Q","Fund 9",3,4,38,13
2007-06-03,"Company Q","Fund 10",3,1,37,8
2007-06-15,"Company Q","Fund 1",4,5,33,18
2007-06-15,"Company Q","Fund 2",4,4,33,16
2007-06-15,"Company Q","Fund 3",4,10,30,7
2007-06-15,"Company Q","Fund 4",4,9,31,12
2007-06-15,"Company Q","Fund 5",4,5,38,10
2007-06-15,"Company Q","Fund 6",4,7,39,18
2007-06-15,"Company Q","Fund 7",4,1,25,19
2007-06-15,"Company Q","Fund 8",4,1,37,13
2007-06-15,"Company Q","Fund 9",4,7,26,17
2007-06-15,"Company Q","Fund 10",4,9,22,9
2007-07-14,"Company Q","Fund 1",5,6,25,23
2007-07-14,"Company Q","Fund 2",5,1,30,20
2007-07-14,"Company Q","Fund 3",5,6,32,17
2007-07-14,"Company Q","Fund 4",5,2,32,21
2007-07-14,"Company Q","Fund 5",5,3,33,15
2007-07-14,"Company Q","Fund 6",5,5,36,25
2007-07-14,"Company Q","Fund 7",5,2,40,20
2007-07-14,"Company Q","Fund 8",5,2,29,14
2007-07-14,"Company Q","Fund 9",5,10,26,24
2007-07-14,"Company Q","Fund 10",5,5,32,18
2007-07-17,"Company Q","Fund 1",6,6,28,29
2007-07-17,"Company Q","Fund 2",6,7,32,21
2007-07-17,"Company Q","Fund 3",6,9,29,23
2007-07-17,"Company Q","Fund 4",6,10,28,23
2007-07-17,"Company Q","Fund 5",6,9,35,18
2007-07-17,"Company Q","Fund 6",6,6,35,30
2007-07-17,"Company Q","Fund 7",6,3,24,22
2007-07-17,"Company Q","Fund 8",6,4,26,16
2007-07-17,"Company Q","Fund 9",6,3,34,34
2007-07-17,"Company Q","Fund 10",6,2,36,23
2007-07-30,"Company Q","Fund 1",7,8,27,35
2007-07-30,"Company Q","Fund 2",7,9,36,28
2007-07-30,"Company Q","Fund 3",7,10,26,32
2007-07-30,"Company Q","Fund 4",7,6,27,33
2007-07-30,"Company Q","Fund 5",7,6,31,27
2007-07-30,"Company Q","Fund 6",7,4,28,36
2007-07-30,"Company Q","Fund 7",7,5,26,25
2007-07-30,"Company Q","Fund 8",7,3,26,20
2007-07-30,"Company Q","Fund 9",7,3,24,37
2007-07-30,"Company Q","Fund 10",7,1,30,25
2007-09-01,"Company Q","Fund 1",8,2,31,43
2007-09-01,"Company Q","Fund 2",8,8,39,37
2007-09-01,"Company Q","Fund 3",8,2,35,42
2007-09-01,"Company Q","Fund 4",8,2,24,39
2007-09-01,"Company Q","Fund 5",8,3,27,33
2007-09-01,"Company Q","Fund 6",8,10,25,40
2007-09-01,"Company Q","Fund 7",8,9,25,30
2007-09-01,"Company Q","Fund 8",8,9,40,23
2007-09-01,"Company Q","Fund 9",8,10,34,40
2007-09-01,"Company Q","Fund 10",8,3,27,26
2007-10-14,"Company Q","Fund 1",9,2,28,45
2007-10-14,"Company Q","Fund 2",9,8,34,45
2007-10-14,"Company Q","Fund 3",9,8,22,44
2007-10-14,"Company Q","Fund 4",9,5,25,41
2007-10-14,"Company Q","Fund 5",9,6,25,36
2007-10-14,"Company Q","Fund 6",9,2,30,50
2007-10-14,"Company Q","Fund 7",9,3,21,39
2007-10-14,"Company Q","Fund 8",9,6,34,32
2007-10-14,"Company Q","Fund 9",9,6,34,50
2007-10-14,"Company Q","Fund 10",9,10,34,29
2007-10-19,"Company Q","Fund 1",10,8,25,47
2007-10-19,"Company Q","Fund 2",10,1,28,53
2007-10-19,"Company Q","Fund 3",10,8,21,52
2007-10-19,"Company Q","Fund 4",10,7,37,46
2007-10-19,"Company Q","Fund 5",10,4,24,42
2007-10-19,"Company Q","Fund 6",10,9,36,52
2007-10-19,"Company Q","Fund 7",10,8,25,42
2007-10-19,"Company Q","Fund 8",10,10,36,38
2007-10-19,"Company Q","Fund 9",10,9,39,56
2007-10-19,"Company Q","Fund 10",10,1,37,39
2008-01-25,"Company R","Fund 1",1,1,21,1
2008-01-25,"Company R","Fund 2",1,9,26,1
2008-01-25,"Company R","Fund 3",1,2,30,1
2008-01-25,"Company R","Fund 4",1,5,38,1
2008-01-25,"Company R","Fund 5",1,7,24,1
2008-01-25,"Company R","Fund 6",1,1,31,1
2008-01-25,"Company R","Fund 7",1,5,34,1
2008-01-25,"Company R","Fund 8",1,1,36,1
2008-01-25,"Company R","Fund 9",1,9,31,1
2008-01-25,"Company R","Fund 10",1,7,39,1
2008-01-28,"Company R","Fund 1",2,3,35,1
2008-01-28,"Company R","Fund 2",2,8,34,9
2008-01-28,"Company R","Fund 3",2,7,40,2
2008-01-28,"Company R","Fund 4",2,2,38,5
2008-01-28,"Company R","Fund 5",2,5,31,7
2008-01-28,"Company R","Fund 6",2,4,30,1
2008-01-28,"Company R","Fund 7",2,4,33,5
2008-01-28,"Company R","Fund 8",2,8,38,1
2008-01-28,"Company R","Fund 9",2,8,27,9
2008-01-28,"Company R","Fund 10",2,10,25,7
2008-05-01,"Company R","Fund 1",3,8,27,4
2008-05-01,"Company R","Fund 2",3,6,29,17
2008-05-01,"Company R","Fund 3",3,7,21,9
2008-05-01,"Company R","Fund 4",3,8,39,7
2008-05-01,"Company R","Fund 5",3,8,39,12
2008-05-01,"Company R","Fund 6",3,3,38,5
2008-05-01,"Company R","Fund 7",3,1,30,9
2008-05-01,"Company R","Fund 8",3,2,32,9
2008-05-01,"Company R","Fund 9",3,1,30,17
2008-05-01,"Company R","Fund 10",3,4,25,17
2008-07-17,"Company R","Fund 1",4,7,26,12
2008-07-17,"Company R","Fund 2",4,3,31,23
2008-07-17,"Company R","Fund 3",4,7,29,16
2008-07-17,"Company R","Fund 4",4,10,32,15
2008-07-17,"Company R","Fund 5",4,4,27,20
2008-07-17,"Company R","Fund 6",4,8,21,8
2008-07-17,"Company R","Fund 7",4,5,26,10
2008-07-17,"Company R","Fund 8",4,10,29,11
2008-07-17,"Company R","Fund 9",4,1,30,18
2008-07-17,"Company R","Fund 10",4,10,32,21
2008-11-22,"Company R","Fund 1",5,10,22,19
2008-11-22,"Company R","Fund 2",5,10,29,26
2008-11-22,"Company R","Fund 3",5,8,29,23
2008-11-22,"Company R","Fund 4",5,4,32,25
2008-11-22,"Company R","Fund 5",5,1,23,24
2008-11-22,"Company R","Fund 6",5,8,29,16
2008-11-22,"Company R","Fund 7",5,7,39,15
2008-11-22,"Company R","Fund 8",5,7,36,21
2008-11-22,"Company R","Fund 9",5,6,32,19
2008-11-22,"Company R","Fund 10",5,4,33,31
2009-02-03,"Company R","Fund 1",6,1,26,29
2009-02-03,"Company R","Fund 2",6,8,38,36
2009-02-03,"Company R","Fund 3",6,8,25,31
2009-02-03,"Company R","Fund 4",6,10,29,29
2009-02-03,"Company R","Fund 5",6,10,38,25
2009-02-03,"Company R","Fund 6",6,4,38,24
2009-02-03,"Company R","Fund 7",6,7,23,22
2009-02-03,"Company R","Fund 8",6,1,28,28
2009-02-03,"Company R","Fund 9",6,9,33,25
2009-02-03,"Company R","Fund 10",6,1,34,35
2009-03-17,"Company R","Fund 1",7,8,28,30
2009-03-17,"Company R","Fund 2",7,9,34,44
2009-03-17,"Company R","Fund 3",7,4,34,39
2009-03-17,"Company R","Fund 4",7,4,33,39
2009-03-17,"Company R","Fund 5",7,9,22,35
2009-03-17,"Company R","Fund 6",7,3,32,28
2009-03-17,"Company R","Fund 7",7,8,36,29
2009-03-17,"Company R","Fund 8",7,10,37,29
2009-03-17,"Company R","Fund 9",7,4,30,34
2009-03-17,"Company R","Fund 10",7,3,37,36
2009-05-01,"Company R","Fund 1",8,8,28,38
2009-05-01,"Company R","Fund 2",8,7,21,53
2009-05-01,"Company R","Fund 3",8,6,38,43
2009-05-01,"Company R","Fund 4",8,7,23,43
2009-05-01,"Company R","Fund 5",8,7,39,44
2009-05-01,"Company R","Fund 6",8,7,27,31
2009-05-01,"Company R","Fund 7",8,10,28,37
2009-05-01,"Company R","Fund 8",8,7,24,39
2009-05-01,"Company R","Fund 9",8,2,23,38
2009-05-01,"Company R","Fund 10",8,1,30,39
2009-05-23,"Company R","Fund 1",9,1,25,46
2009-05-23,"Company R","Fund 2",9,6,24,60
2009-05-23,"Company R","Fund 3",9,8,31,49
2009-05-23,"Company R","Fund 4",9,1,25,50
2009-05-23,"Company R","Fund 5",9,7,35,51
2009-05-23,"Company R","Fund 6",9,5,37,38
2009-05-23,"Company R","Fund 7",9,2,29,47
2009-05-23,"Company R","Fund 8",9,2,32,46
2009-05-23,"Company R","Fund 9",9,3,35,40
2009-05-23,"Company R","Fund 10",9,4,30,40
2009-06-11,"Company R","Fund 1",10,8,24,47
2009-06-11,"Company R","Fund 2",10,3,35,66
2009-06-11,"Company R","Fund 3",10,1,37,57
2009-06-11,"Company R","Fund 4",10,6,28,51
2009-06-11,"Company R","Fund 5",10,4,33,58
2009-06-11,"Company R","Fund 6",10,4,38,43
2009-06-11,"Company R","Fund 7",10,9,22,49
2009-06-11,"Company R","Fund 8",10,4,31,48
2009-06-11,"Company R","Fund 9",10,6,32,43
2009-06-11,"Company R","Fund 10",10,3,25,44
2009-10-01,"Company S","Fund 1",1,5,38,1
2009-10-01,"Company S","Fund 2",1,6,21,1
2009-10-01,"Company S","Fund 3",1,9,37,1
2009-10-01,"Company S","Fund 4",1,10,40,1
2009-10-01,"Company S","Fund 5",1,5,29,1
2009-10-01,"Company S","Fund 6",1,9,31,1
2009-10-01,"Company S","Fund 7",1,6,33,1
2009-10-01,"Company S","Fund 8",1,4,26,1
2009-10-01,"Company S","Fund 9",1,4,28,1
2009-10-01,"Company S","Fund 10",1,4,30,1
2009-12-30,"Company S","Fund 1",2,4,38,5
2009-12-30,"Company S","Fund 2",2,10,24,6
2009-12-30,"Company S","Fund 3",2,6,33,9
2009-12-30,"Company S","Fund 4",2,4,27,10
2009-12-30,"Company S","Fund 5",2,6,21,5
2009-12-30,"Company S","Fund 6",2,5,38,9
2009-12-30,"Company S","Fund 7",2,6,33,6
2009-12-30,"Company S","Fund 8",2,1,38,4
2009-12-30,"Company S","Fund 9",2,1,22,4
2009-12-30,"Company S","Fund 10",2,3,27,4
2010-03-16,"Company S","Fund 1",3,7,33,9
2010-03-16,"Company S","Fund 2",3,4,30,16
2010-03-16,"Company S","Fund 3",3,5,29,15
2010-03-16,"Company S","Fund 4",3,3,38,14
2010-03-16,"Company S","Fund 5",3,6,30,11
2010-03-16,"Company S","Fund 6",3,9,32,14
2010-03-16,"Company S","Fund 7",3,7,31,12
2010-03-16,"Company S","Fund 8",3,4,30,5
2010-03-16,"Company S","Fund 9",3,10,37,5
2010-03-16,"Company S","Fund 10",3,2,30,7
2010-03-31,"Company S","Fund 1",4,8,26,16
2010-03-31,"Company S","Fund 2",4,4,35,20
2010-03-31,"Company S","Fund 3",4,6,34,20
2010-03-31,"Company S","Fund 4",4,9,37,17
2010-03-31,"Company S","Fund 5",4,2,22,17
2010-03-31,"Company S","Fund 6",4,3,25,23
2010-03-31,"Company S","Fund 7",4,7,34,19
2010-03-31,"Company S","Fund 8",4,7,35,9
2010-03-31,"Company S","Fund 9",4,2,24,15
2010-03-31,"Company S","Fund 10",4,6,28,9
2010-04-18,"Company S","Fund 1",5,9,22,24
2010-04-18,"Company S","Fund 2",5,5,38,24
2010-04-18,"Company S","Fund 3",5,8,34,26
2010-04-18,"Company S","Fund 4",5,2,21,26
2010-04-18,"Company S","Fund 5",5,7,31,19
2010-04-18,"Company S","Fund 6",5,10,39,26
2010-04-18,"Company S","Fund 7",5,4,33,26
2010-04-18,"Company S","Fund 8",5,1,34,16
2010-04-18,"Company S","Fund 9",5,9,30,17
2010-04-18,"Company S","Fund 10",5,7,35,15
2010-05-06,"Company S","Fund 1",6,8,27,33
2010-05-06,"Company S","Fund 2",6,5,36,29
2010-05-06,"Company S","Fund 3",6,7,37,34
2010-05-06,"Company S","Fund 4",6,1,34,28
2010-05-06,"Company S","Fund 5",6,4,40,26
2010-05-06,"Company S","Fund 6",6,3,27,36
2010-05-06,"Company S","Fund 7",6,1,24,30
2010-05-06,"Company S","Fund 8",6,8,31,17
2010-05-06,"Company S","Fund 9",6,3,22,26
2010-05-06,"Company S","Fund 10",6,8,23,22
2010-08-16,"Company S","Fund 1",7,2,28,41
2010-08-16,"Company S","Fund 2",7,8,33,34
2010-08-16,"Company S","Fund 3",7,6,39,41
2010-08-16,"Company S","Fund 4",7,9,31,29
2010-08-16,"Company S","Fund 5",7,10,35,30
2010-08-16,"Company S","Fund 6",7,9,36,39
2010-08-16,"Company S","Fund 7",7,6,30,31
2010-08-16,"Company S","Fund 8",7,7,26,25
2010-08-16,"Company S","Fund 9",7,3,26,29
2010-08-16,"Company S","Fund 10",7,8,28,30
2010-10-10,"Company S","Fund 1",8,5,32,43
2010-10-10,"Company S","Fund 2",8,9,24,42
2010-10-10,"Company S","Fund 3",8,10,25,47
2010-10-10,"Company S","Fund 4",8,9,33,38
2010-10-10,"Company S","Fund 5",8,10,28,40
2010-10-10,"Company S","Fund 6",8,1,40,48
2010-10-10,"Company S","Fund 7",8,8,27,37
2010-10-10,"Company S","Fund 8",8,2,37,32
2010-10-10,"Company S","Fund 9",8,8,37,32
2010-10-10,"Company S","Fund 10",8,7,40,38
2010-11-19,"Company S","Fund 1",9,7,36,48
2010-11-19,"Company S","Fund 2",9,10,24,51
2010-11-19,"Company S","Fund 3",9,5,33,57
2010-11-19,"Company S","Fund 4",9,9,21,47
2010-11-19,"Company S","Fund 5",9,1,24,50
2010-11-19,"Company S","Fund 6",9,10,38,49
2010-11-19,"Company S","Fund 7",9,5,30,45
2010-11-19,"Company S","Fund 8",9,4,39,34
2010-11-19,"Company S","Fund 9",9,1,21,40
2010-11-19,"Company S","Fund 10",9,3,30,45
2011-01-13,"Company S","Fund 1",10,10,24,55
2011-01-13,"Company S","Fund 2",10,5,24,61
2011-01-13,"Company S","Fund 3",10,9,40,62
2011-01-13,"Company S","Fund 4",10,9,33,56
2011-01-13,"Company S","Fund 5",10,10,26,51
2011-01-13,"Company S","Fund 6",10,6,40,59
2011-01-13,"Company S","Fund 7",10,9,24,50
2011-01-13,"Company S","Fund 8",10,6,33,38
2011-01-13,"Company S","Fund 9",10,5,21,41
2011-01-13,"Company S","Fund 10",10,6,22,48
2011-05-29,"Company T","Fund 1",1,3,33,1
2011-05-29,"Company T","Fund 2",1,7,34,1
2011-05-29,"Company T","Fund 3",1,3,31,1
2011-05-29,"Company T","Fund 4",1,10,39,1
2011-05-29,"Company T","Fund 5",1,2,39,1
2011-05-29,"Company T","Fund 6",1,9,36,1
2011-05-29,"Company T","Fund 7",1,1,24,1
2011-05-29,"Company T","Fund 8",1,2,38,1
2011-05-29,"Company T","Fund 9",1,8,28,1
2011-05-29,"Company T","Fund 10",1,5,28,1
2011-08-21,"Company T","Fund 1",2,10,37,3
2011-08-21,"Company T","Fund 2",2,4,29,7
2011-08-21,"Company T","Fund 3",2,10,26,3
2011-08-21,"Company T","Fund 4",2,5,38,10
2011-08-21,"Company T","Fund 5",2,1,27,2
2011-08-21,"Company T","Fund 6",2,10,27,9
2011-08-21,"Company T","Fund 7",2,8,27,1
2011-08-21,"Company T","Fund 8",2,5,26,2
2011-08-21,"Company T","Fund 9",2,9,33,8
2011-08-21,"Company T","Fund 10",2,5,35,5
2011-11-10,"Company T","Fund 1",3,5,38,13
2011-11-10,"Company T","Fund 2",3,2,26,11
2011-11-10,"Company T","Fund 3",3,8,33,13
2011-11-10,"Company T","Fund 4",3,3,39,15
2011-11-10,"Company T","Fund 5",3,3,39,3
2011-11-10,"Company T","Fund 6",3,9,28,19
2011-11-10,"Company T","Fund 7",3,6,34,9
2011-11-10,"Company T","Fund 8",3,6,24,7
2011-11-10,"Company T","Fund 9",3,1,40,17
2011-11-10,"Company T","Fund 10",3,7,29,10
2011-11-15,"Company T","Fund 1",4,2,37,18
2011-11-15,"Company T","Fund 2",4,3,27,13
2011-11-15,"Company T","Fund 3",4,3,26,21
2011-11-15,"Company T","Fund 4",4,10,31,18
2011-11-15,"Company T","Fund 5",4,3,27,6
2011-11-15,"Company T","Fund 6",4,8,30,28
2011-11-15,"Company T","Fund 7",4,7,39,15
2011-11-15,"Company T","Fund 8",4,7,38,13
2011-11-15,"Company T","Fund 9",4,10,34,18
2011-11-15,"Company T","Fund 10",4,1,38,17
2011-11-20,"Company T","Fund 1",5,8,25,20
2011-11-20,"Company T","Fund 2",5,4,26,16
2011-11-20,"Company T","Fund 3",5,5,39,24
2011-11-20,"Company T","Fund 4",5,9,23,28
2011-11-20,"Company T","Fund 5",5,7,31,9
2011-11-20,"Company T","Fund 6",5,6,21,36
2011-11-20,"Company T","Fund 7",5,1,39,22
2011-11-20,"Company T","Fund 8",5,8,36,20
2011-11-20,"Company T","Fund 9",5,10,38,28
2011-11-20,"Company T","Fund 10",5,5,36,18
2012-01-12,"Company T","Fund 1",6,1,33,28
2012-01-12,"Company T","Fund 2",6,6,31,20
2012-01-12,"Company T","Fund 3",6,3,24,29
2012-01-12,"Company T","Fund 4",6,9,36,37
2012-01-12,"Company T","Fund 5",6,8,32,16
2012-01-12,"Company T","Fund 6",6,7,31,42
2012-01-12,"Company T","Fund 7",6,3,27,23
2012-01-12,"Company T","Fund 8",6,4,39,28
2012-01-12,"Company T","Fund 9",6,6,33,38
2012-01-12,"Company T","Fund 10",6,5,38,23
2012-02-26,"Company T","Fund 1",7,10,37,29
2012-02-26,"Company T","Fund 2",7,9,40,26
2012-02-26,"Company T","Fund 3",7,5,40,32
2012-02-26,"Company T","Fund 4",7,5,34,46
2012-02-26,"Company T","Fund 5",7,10,23,24
2012-02-26,"Company T","Fund 6",7,4,25,49
2012-02-26,"Company T","Fund 7",7,1,38,26
2012-02-26,"Company T","Fund 8",7,6,22,32
2012-02-26,"Company T","Fund 9",7,2,30,44
2012-02-26,"Company T","Fund 10",7,8,22,28
2012-03-25,"Company T","Fund 1",8,8,30,39
2012-03-25,"Company T","Fund 2",8,1,35,35
2012-03-25,"Company T","Fund 3",8,2,34,37
2012-03-25,"Company T","Fund 4",8,4,34,51
2012-03-25,"Company T","Fund 5",8,3,24,34
2012-03-25,"Company T","Fund 6",8,1,26,53
2012-03-25,"Company T","Fund 7",8,4,29,27
2012-03-25,"Company T","Fund 8",8,2,23,38
2012-03-25,"Company T","Fund 9",8,9,38,46
2012-03-25,"Company T","Fund 10",8,1,27,36
2012-04-07,"Company T","Fund 1",9,6,24,47
2012-04-07,"Company T","Fund 2",9,1,22,36
2012-04-07,"Company T","Fund 3",9,6,39,39
2012-04-07,"Company T","Fund 4",9,2,37,55
2012-04-07,"Company T","Fund 5",9,8,30,37
2012-04-07,"Company T","Fund 6",9,3,25,54
2012-04-07,"Company T","Fund 7",9,9,34,31
2012-04-07,"Company T","Fund 8",9,9,32,40
2012-04-07,"Company T","Fund 9",9,2,25,55
2012-04-07,"Company T","Fund 10",9,3,32,37
2012-09-25,"Company T","Fund 1",10,10,21,53
2012-09-25,"Company T","Fund 2",10,7,23,37
2012-09-25,"Company T","Fund 3",10,7,40,45
2012-09-25,"Company T","Fund 4",10,7,25,57
2012-09-25,"Company T","Fund 5",10,9,27,45
2012-09-25,"Company T","Fund 6",10,9,34,57
2012-09-25,"Company T","Fund 7",10,5,32,40
2012-09-25,"Company T","Fund 8",10,9,40,49
2012-09-25,"Company T","Fund 9",10,2,23,57
2012-09-25,"Company T","Fund 10",10,3,40,40
2012-09-30,"Company U","Fund 1",1,7,35,1
2012-09-30,"Company U","Fund 2",1,3,30,1
2012-09-30,"Company U","Fund 3",1,2,30,1
2012-09-30,"Company U","Fund 4",1,7,28,1
2012-09-30,"Company U","Fund 5",1,8,33,1
2012-09-30,"Company U","Fund 6",1,4,24,1
2012-09-30,"Company U","Fund 7",1,10,26,1
2012-09-30,"Company U","Fund 8",1,8,25,1
2012-09-30,"Company U","Fund 9",1,8,26,1
2012-09-30,"Company U","Fund 10",1,5,26,1
2012-10-09,"Company U","Fund 1",2,5,38,7
2012-10-09,"Company U","Fund 2",2,4,29,3
2012-10-09,"Company U","Fund 3",2,8,32,2
2012-10-09,"Company U","Fund 4",2,5,28,7
2012-10-09,"Company U","Fund 5",2,8,35,8
2012-10-09,"Company U","Fund 6",2,5,21,4
2012-10-09,"Company U","Fund 7",2,9,28,10
2012-10-09,"Company U","Fund 8",2,1,38,8
2012-10-09,"Company U","Fund 9",2,5,28,8
2012-10-09,"Company U","Fund 10",2,6,37,5
2012-11-04,"Company U","Fund 1",3,9,37,12
2012-11-04,"Company U","Fund 2",3,6,33,7
2012-11-04,"Company U","Fund 3",3,4,40,10
2012-11-04,"Company U","Fund 4",3,8,39,12
2012-11-04,"Company U","Fund 5",3,8,34,16
2012-11-04,"Company U","Fund 6",3,5,36,9
2012-11-04,"Company U","Fund 7",3,9,32,19
2012-11-04,"Company U","Fund 8",3,7,22,9
2012-11-04,"Company U","Fund 9",3,7,36,13
2012-11-04,"Company U","Fund 10",3,7,34,11
2013-02-26,"Company U","Fund 1",4,5,23,21
2013-02-26,"Company U","Fund 2",4,4,32,13
2013-02-26,"Company U","Fund 3",4,10,33,14
2013-02-26,"Company U","Fund 4",4,9,32,20
2013-02-26,"Company U","Fund 5",4,5,23,24
2013-02-26,"Company U","Fund 6",4,6,21,14
2013-02-26,"Company U","Fund 7",4,8,24,28
2013-02-26,"Company U","Fund 8",4,5,39,16
2013-02-26,"Company U","Fund 9",4,10,21,20
2013-02-26,"Company U","Fund 10",4,3,23,18
2013-03-31,"Company U","Fund 1",5,3,29,26
2013-03-31,"Company U","Fund 2",5,8,37,17
2013-03-31,"Company U","Fund 3",5,6,35,24
2013-03-31,"Company U","Fund 4",5,9,28,29
2013-03-31,"Company U","Fund 5",5,6,35,29
2013-03-31,"Company U","Fund 6",5,6,23,20
2013-03-31,"Company U","Fund 7",5,4,24,36
2013-03-31,"Company U","Fund 8",5,1,30,21
2013-03-31,"Company U","Fund 9",5,4,23,30
2013-03-31,"Company U","Fund 10",5,1,30,21
2013-05-24,"Company U","Fund 1",6,2,39,29
2013-05-24,"Company U","Fund 2",6,2,21,25
2013-05-24,"Company U","Fund 3",6,3,34,30
2013-05-24,"Company U","Fund 4",6,8,39,38
2013-05-24,"Company U","Fund 5",6,2,26,35
2013-05-24,"Company U","Fund 6",6,7,35,26
2013-05-24,"Company U","Fund 7",6,2,30,40
2013-05-24,"Company U","Fund 8",6,9,26,22
2013-05-24,"Company U","Fund 9",6,3,40,34
2013-05-24,"Company U","Fund 10",6,2,28,22
2013-06-28,"Company U","Fund 1",7,4,24,31
2013-06-28,"Company U","Fund 2",7,9,39,27
2013-06-28,"Company U","Fund 3",7,5,38,33
2013-06-28,"Company U","Fund 4",7,7,29,46
2013-06-28,"Company U","Fund 5",7,10,33,37
2013-06-28,"Company U","Fund 6",7,9,35,33
2013-06-28,"Company U","Fund 7",7,8,33,42
2013-06-28,"Company U","Fund 8",7,8,40,31
2013-06-28,"Company U","Fund 9",7,8,28,37
2013-06-28,"Company U","Fund 10",7,7,34,24
2013-11-13,"Company U","Fund 1",8,1,28,35
2013-11-13,"Company U","Fund 2",8,4,34,36
2013-11-13,"Company U","Fund 3",8,9,28,38
2013-11-13,"Company U","Fund 4",8,9,36,53
2013-11-13,"Company U","Fund 5",8,9,32,47
2013-11-13,"Company U","Fund 6",8,3,32,42
2013-11-13,"Company U","Fund 7",8,8,38,50
2013-11-13,"Company U","Fund 8",8,10,36,39
2013-11-13,"Company U","Fund 9",8,3,31,45
2013-11-13,"Company U","Fund 10",8,10,30,31
2014-01-30,"Company U","Fund 1",9,10,34,36
2014-01-30,"Company U","Fund 2",9,3,22,40
2014-01-30,"Company U","Fund 3",9,8,29,47
2014-01-30,"Company U","Fund 4",9,2,22,62
2014-01-30,"Company U","Fund 5",9,2,38,56
2014-01-30,"Company U","Fund 6",9,3,36,45
2014-01-30,"Company U","Fund 7",9,7,29,58
2014-01-30,"Company U","Fund 8",9,10,25,49
2014-01-30,"Company U","Fund 9",9,9,30,48
2014-01-30,"Company U","Fund 10",9,6,24,41
2014-02-06,"Company U","Fund 1",10,6,24,46
2014-02-06,"Company U","Fund 2",10,7,35,43
2014-02-06,"Company U","Fund 3",10,5,23,55
2014-02-06,"Company U","Fund 4",10,5,21,64
2014-02-06,"Company U","Fund 5",10,6,26,58
2014-02-06,"Company U","Fund 6",10,4,27,48
2014-02-06,"Company U","Fund 7",10,5,24,65
2014-02-06,"Company U","Fund 8",10,3,27,59
2014-02-06,"Company U","Fund 9",10,2,32,57
2014-02-06,"Company U","Fund 10",10,8,33,47
2014-02-18,"Company V","Fund 1",1,7,21,1
2014-02-18,"Company V","Fund 2",1,10,30,1
2014-02-18,"Company V","Fund 3",1,2,40,1
2014-02-18,"Company V","Fund 4",1,2,26,1
2014-02-18,"Company V","Fund 5",1,1,29,1
2014-02-18,"Company V","Fund 6",1,9,22,1
2014-02-18,"Company V","Fund 7",1,5,31,1
2014-02-18,"Company V","Fund 8",1,5,30,1
2014-02-18,"Company V","Fund 9",1,8,21,1
2014-02-18,"Company V","Fund 10",1,1,34,1
2014-08-07,"Company V","Fund 1",2,5,37,7
2014-08-07,"Company V","Fund 2",2,9,30,10
2014-08-07,"Company V","Fund 3",2,4,35,2
2014-08-07,"Company V","Fund 4",2,10,26,2
2014-08-07,"Company V","Fund 5",2,1,40,1
2014-08-07,"Company V","Fund 6",2,4,37,9
2014-08-07,"Company V","Fund 7",2,8,40,5
2014-08-07,"Company V","Fund 8",2,5,21,5
2014-08-07,"Company V","Fund 9",2,7,27,8
2014-08-07,"Company V","Fund 10",2,5,32,1
2014-08-12,"Company V","Fund 1",3,9,40,12
2014-08-12,"Company V","Fund 2",3,3,30,19
2014-08-12,"Company V","Fund 3",3,7,35,6
2014-08-12,"Company V","Fund 4",3,10,38,12
2014-08-12,"Company V","Fund 5",3,6,32,2
2014-08-12,"Company V","Fund 6",3,6,34,13
2014-08-12,"Company V","Fund 7",3,1,38,13
2014-08-12,"Company V","Fund 8",3,3,26,10
2014-08-12,"Company V","Fund 9",3,7,28,15
2014-08-12,"Company V","Fund 10",3,1,30,6
2014-08-24,"Company V","Fund 1",4,3,29,21
2014-08-24,"Company V","Fund 2",4,4,35,22
2014-08-24,"Company V","Fund 3",4,5,34,13
2014-08-24,"Company V","Fund 4",4,2,22,22
2014-08-24,"Company V","Fund 5",4,1,23,8
2014-08-24,"Company V","Fund 6",4,6,37,19
2014-08-24,"Company V","Fund 7",4,1,22,14
2014-08-24,"Company V","Fund 8",4,2,38,13
2014-08-24,"Company V","Fund 9",4,3,29,22
2014-08-24,"Company V","Fund 10",4,9,35,7
2014-11-21,"Company V","Fund 1",5,1,23,24
