"","investment.date","company.id","firm.name","round.number","amount","valuation","equity.invested","equity","cum.inv.by.firm","max.cum.inv.by.firm","max.cum.inv.cum","lead.vc","lead.firm","lead.firm.1","lead.firm.2","lead.firm.3","lead.firm.4","lead.firm.5","lead.firm.6","lead.firm.7","lead.firm.8","lead.firm.9","lead.firm.10"
"1848",2010-04-18,"Company S","Fund 7",5,4,33,26,219,64,73,73,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1849",2010-04-18,"Company S","Fund 8",5,1,34,16,219,35,73,73,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1850",2010-04-18,"Company S","Fund 9",5,9,30,17,219,42,73,73,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1851",2010-05-06,"Company S","Fund 1",6,8,27,33,281,88,109,109,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1852",2010-05-06,"Company S","Fund 10",6,8,23,22,281,58,109,109,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1853",2010-05-06,"Company S","Fund 2",6,5,36,29,281,96,109,109,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1854",2010-05-06,"Company S","Fund 3",6,7,37,34,281,105,109,109,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1855",2010-05-06,"Company S","Fund 4",6,1,34,28,281,96,109,109,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1856",2010-05-06,"Company S","Fund 5",6,4,40,26,281,79,109,109,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1857",2010-05-06,"Company S","Fund 6",6,3,27,36,281,109,109,109,TRUE,"Fund 6","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1858",2010-05-06,"Company S","Fund 7",6,1,24,30,281,94,109,109,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1859",2010-05-06,"Company S","Fund 8",6,8,31,17,281,52,109,109,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1860",2010-05-06,"Company S","Fund 9",6,3,22,26,281,68,109,109,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1861",2010-08-16,"Company S","Fund 1",7,2,28,41,329,129,148,148,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1862",2010-08-16,"Company S","Fund 10",7,8,28,30,329,88,148,148,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1863",2010-08-16,"Company S","Fund 2",7,8,33,34,329,130,148,148,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1864",2010-08-16,"Company S","Fund 3",7,6,39,41,329,146,148,148,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1865",2010-08-16,"Company S","Fund 4",7,9,31,29,329,125,148,148,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1866",2010-08-16,"Company S","Fund 5",7,10,35,30,329,109,148,148,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1867",2010-08-16,"Company S","Fund 6",7,9,36,39,329,148,148,148,TRUE,"Fund 6","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1868",2010-08-16,"Company S","Fund 7",7,6,30,31,329,125,148,148,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1869",2010-08-16,"Company S","Fund 8",7,7,26,25,329,77,148,148,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1870",2010-08-16,"Company S","Fund 9",7,3,26,29,329,97,148,148,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1871",2010-10-10,"Company S","Fund 1",8,5,32,43,397,172,196,196,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1872",2010-10-10,"Company S","Fund 10",8,7,40,38,397,126,196,196,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1873",2010-10-10,"Company S","Fund 2",8,9,24,42,397,172,196,196,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1874",2010-10-10,"Company S","Fund 3",8,10,25,47,397,193,196,196,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1875",2010-10-10,"Company S","Fund 4",8,9,33,38,397,163,196,196,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1876",2010-10-10,"Company S","Fund 5",8,10,28,40,397,149,196,196,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1877",2010-10-10,"Company S","Fund 6",8,1,40,48,397,196,196,196,TRUE,"Fund 6","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1878",2010-10-10,"Company S","Fund 7",8,8,27,37,397,162,196,196,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1879",2010-10-10,"Company S","Fund 8",8,2,37,32,397,109,196,196,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1880",2010-10-10,"Company S","Fund 9",8,8,37,32,397,129,196,196,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1881",2010-11-19,"Company S","Fund 1",9,7,36,48,466,220,250,250,FALSE,NA,"Fund 3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1882",2010-11-19,"Company S","Fund 10",9,3,30,45,466,171,250,250,FALSE,NA,"Fund 3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1883",2010-11-19,"Company S","Fund 2",9,10,24,51,466,223,250,250,FALSE,NA,"Fund 3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1884",2010-11-19,"Company S","Fund 3",9,5,33,57,466,250,250,250,TRUE,"Fund 3","Fund 3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1885",2010-11-19,"Company S","Fund 4",9,9,21,47,466,210,250,250,FALSE,NA,"Fund 3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1886",2010-11-19,"Company S","Fund 5",9,1,24,50,466,199,250,250,FALSE,NA,"Fund 3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1887",2010-11-19,"Company S","Fund 6",9,10,38,49,466,245,250,250,FALSE,NA,"Fund 3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1888",2010-11-19,"Company S","Fund 7",9,5,30,45,466,207,250,250,FALSE,NA,"Fund 3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1889",2010-11-19,"Company S","Fund 8",9,4,39,34,466,143,250,250,FALSE,NA,"Fund 3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1890",2010-11-19,"Company S","Fund 9",9,1,21,40,466,169,250,250,FALSE,NA,"Fund 3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1891",2011-01-13,"Company S","Fund 1",10,10,24,55,521,275,312,312,FALSE,NA,"Fund 3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1892",2011-01-13,"Company S","Fund 10",10,6,22,48,521,219,312,312,FALSE,NA,"Fund 3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1893",2011-01-13,"Company S","Fund 2",10,5,24,61,521,284,312,312,FALSE,NA,"Fund 3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1894",2011-01-13,"Company S","Fund 3",10,9,40,62,521,312,312,312,TRUE,"Fund 3","Fund 3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1895",2011-01-13,"Company S","Fund 4",10,9,33,56,521,266,312,312,FALSE,NA,"Fund 3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1896",2011-01-13,"Company S","Fund 5",10,10,26,51,521,250,312,312,FALSE,NA,"Fund 3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1897",2011-01-13,"Company S","Fund 6",10,6,40,59,521,304,312,312,FALSE,NA,"Fund 3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1898",2011-01-13,"Company S","Fund 7",10,9,24,50,521,257,312,312,FALSE,NA,"Fund 3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1899",2011-01-13,"Company S","Fund 8",10,6,33,38,521,181,312,312,FALSE,NA,"Fund 3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1900",2011-01-13,"Company S","Fund 9",10,5,21,41,521,210,312,312,FALSE,NA,"Fund 3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1901",2011-05-29,"Company T","Fund 1",1,3,33,1,10,1,1,1,TRUE,"Fund 1","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"1902",2011-05-29,"Company T","Fund 10",1,5,28,1,10,1,1,1,TRUE,"Fund 10","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"1903",2011-05-29,"Company T","Fund 2",1,7,34,1,10,1,1,1,TRUE,"Fund 2","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"1904",2011-05-29,"Company T","Fund 3",1,3,31,1,10,1,1,1,TRUE,"Fund 3","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"1905",2011-05-29,"Company T","Fund 4",1,10,39,1,10,1,1,1,TRUE,"Fund 4","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"1906",2011-05-29,"Company T","Fund 5",1,2,39,1,10,1,1,1,TRUE,"Fund 5","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"1907",2011-05-29,"Company T","Fund 6",1,9,36,1,10,1,1,1,TRUE,"Fund 6","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"1908",2011-05-29,"Company T","Fund 7",1,1,24,1,10,1,1,1,TRUE,"Fund 7","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"1909",2011-05-29,"Company T","Fund 8",1,2,38,1,10,1,1,1,TRUE,"Fund 8","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"1910",2011-05-29,"Company T","Fund 9",1,8,28,1,10,1,1,1,TRUE,"Fund 9","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"1911",2011-08-21,"Company T","Fund 1",2,10,37,3,50,4,11,11,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1912",2011-08-21,"Company T","Fund 10",2,5,35,5,50,6,11,11,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1913",2011-08-21,"Company T","Fund 2",2,4,29,7,50,8,11,11,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1914",2011-08-21,"Company T","Fund 3",2,10,26,3,50,4,11,11,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1915",2011-08-21,"Company T","Fund 4",2,5,38,10,50,11,11,11,TRUE,"Fund 4","Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1916",2011-08-21,"Company T","Fund 5",2,1,27,2,50,3,11,11,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1917",2011-08-21,"Company T","Fund 6",2,10,27,9,50,10,11,11,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1918",2011-08-21,"Company T","Fund 7",2,8,27,1,50,2,11,11,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1919",2011-08-21,"Company T","Fund 8",2,5,26,2,50,3,11,11,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1920",2011-08-21,"Company T","Fund 9",2,9,33,8,50,9,11,11,FALSE,NA,"Fund 4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1921",2011-11-10,"Company T","Fund 1",3,5,38,13,117,17,29,29,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1922",2011-11-10,"Company T","Fund 10",3,7,29,10,117,16,29,29,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1923",2011-11-10,"Company T","Fund 2",3,2,26,11,117,19,29,29,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1924",2011-11-10,"Company T","Fund 3",3,8,33,13,117,17,29,29,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1925",2011-11-10,"Company T","Fund 4",3,3,39,15,117,26,29,29,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1926",2011-11-10,"Company T","Fund 5",3,3,39,3,117,6,29,29,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1927",2011-11-10,"Company T","Fund 6",3,9,28,19,117,29,29,29,TRUE,"Fund 6","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1928",2011-11-10,"Company T","Fund 7",3,6,34,9,117,11,29,29,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1929",2011-11-10,"Company T","Fund 8",3,6,24,7,117,10,29,29,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1930",2011-11-10,"Company T","Fund 9",3,1,40,17,117,26,29,29,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1931",2011-11-15,"Company T","Fund 1",4,2,37,18,167,35,57,57,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1932",2011-11-15,"Company T","Fund 10",4,1,38,17,167,33,57,57,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1933",2011-11-15,"Company T","Fund 2",4,3,27,13,167,32,57,57,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1934",2011-11-15,"Company T","Fund 3",4,3,26,21,167,38,57,57,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1935",2011-11-15,"Company T","Fund 4",4,10,31,18,167,44,57,57,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1936",2011-11-15,"Company T","Fund 5",4,3,27,6,167,12,57,57,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1937",2011-11-15,"Company T","Fund 6",4,8,30,28,167,57,57,57,TRUE,"Fund 6","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1938",2011-11-15,"Company T","Fund 7",4,7,39,15,167,26,57,57,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1939",2011-11-15,"Company T","Fund 8",4,7,38,13,167,23,57,57,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1940",2011-11-15,"Company T","Fund 9",4,10,34,18,167,44,57,57,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1941",2011-11-20,"Company T","Fund 1",5,8,25,20,221,55,93,93,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1942",2011-11-20,"Company T","Fund 10",5,5,36,18,221,51,93,93,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1943",2011-11-20,"Company T","Fund 2",5,4,26,16,221,48,93,93,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1944",2011-11-20,"Company T","Fund 3",5,5,39,24,221,62,93,93,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1945",2011-11-20,"Company T","Fund 4",5,9,23,28,221,72,93,93,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1946",2011-11-20,"Company T","Fund 5",5,7,31,9,221,21,93,93,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1947",2011-11-20,"Company T","Fund 6",5,6,21,36,221,93,93,93,TRUE,"Fund 6","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1948",2011-11-20,"Company T","Fund 7",5,1,39,22,221,48,93,93,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1949",2011-11-20,"Company T","Fund 8",5,8,36,20,221,43,93,93,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1950",2011-11-20,"Company T","Fund 9",5,10,38,28,221,72,93,93,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1951",2012-01-12,"Company T","Fund 1",6,1,33,28,284,83,135,135,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1952",2012-01-12,"Company T","Fund 10",6,5,38,23,284,74,135,135,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1953",2012-01-12,"Company T","Fund 2",6,6,31,20,284,68,135,135,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1954",2012-01-12,"Company T","Fund 3",6,3,24,29,284,91,135,135,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1955",2012-01-12,"Company T","Fund 4",6,9,36,37,284,109,135,135,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1956",2012-01-12,"Company T","Fund 5",6,8,32,16,284,37,135,135,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1957",2012-01-12,"Company T","Fund 6",6,7,31,42,284,135,135,135,TRUE,"Fund 6","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1958",2012-01-12,"Company T","Fund 7",6,3,27,23,284,71,135,135,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1959",2012-01-12,"Company T","Fund 8",6,4,39,28,284,71,135,135,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1960",2012-01-12,"Company T","Fund 9",6,6,33,38,284,110,135,135,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1961",2012-02-26,"Company T","Fund 1",7,10,37,29,336,112,184,184,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1962",2012-02-26,"Company T","Fund 10",7,8,22,28,336,102,184,184,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1963",2012-02-26,"Company T","Fund 2",7,9,40,26,336,94,184,184,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1964",2012-02-26,"Company T","Fund 3",7,5,40,32,336,123,184,184,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1965",2012-02-26,"Company T","Fund 4",7,5,34,46,336,155,184,184,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1966",2012-02-26,"Company T","Fund 5",7,10,23,24,336,61,184,184,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1967",2012-02-26,"Company T","Fund 6",7,4,25,49,336,184,184,184,TRUE,"Fund 6","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1968",2012-02-26,"Company T","Fund 7",7,1,38,26,336,97,184,184,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1969",2012-02-26,"Company T","Fund 8",7,6,22,32,336,103,184,184,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1970",2012-02-26,"Company T","Fund 9",7,2,30,44,336,154,184,184,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1971",2012-03-25,"Company T","Fund 1",8,8,30,39,396,151,237,237,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1972",2012-03-25,"Company T","Fund 10",8,1,27,36,396,138,237,237,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1973",2012-03-25,"Company T","Fund 2",8,1,35,35,396,129,237,237,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1974",2012-03-25,"Company T","Fund 3",8,2,34,37,396,160,237,237,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1975",2012-03-25,"Company T","Fund 4",8,4,34,51,396,206,237,237,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1976",2012-03-25,"Company T","Fund 5",8,3,24,34,396,95,237,237,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1977",2012-03-25,"Company T","Fund 6",8,1,26,53,396,237,237,237,TRUE,"Fund 6","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1978",2012-03-25,"Company T","Fund 7",8,4,29,27,396,124,237,237,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1979",2012-03-25,"Company T","Fund 8",8,2,23,38,396,141,237,237,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980",2012-03-25,"Company T","Fund 9",8,9,38,46,396,200,237,237,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981",2012-04-07,"Company T","Fund 1",9,6,24,47,431,198,291,291,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1982",2012-04-07,"Company T","Fund 10",9,3,32,37,431,175,291,291,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1983",2012-04-07,"Company T","Fund 2",9,1,22,36,431,165,291,291,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1984",2012-04-07,"Company T","Fund 3",9,6,39,39,431,199,291,291,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985",2012-04-07,"Company T","Fund 4",9,2,37,55,431,261,291,291,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1986",2012-04-07,"Company T","Fund 5",9,8,30,37,431,132,291,291,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1987",2012-04-07,"Company T","Fund 6",9,3,25,54,431,291,291,291,TRUE,"Fund 6","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988",2012-04-07,"Company T","Fund 7",9,9,34,31,431,155,291,291,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989",2012-04-07,"Company T","Fund 8",9,9,32,40,431,181,291,291,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990",2012-04-07,"Company T","Fund 9",9,2,25,55,431,255,291,291,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991",2012-09-25,"Company T","Fund 1",10,10,21,53,480,251,348,348,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992",2012-09-25,"Company T","Fund 10",10,3,40,40,480,215,348,348,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993",2012-09-25,"Company T","Fund 2",10,7,23,37,480,202,348,348,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1994",2012-09-25,"Company T","Fund 3",10,7,40,45,480,244,348,348,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1995",2012-09-25,"Company T","Fund 4",10,7,25,57,480,318,348,348,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996",2012-09-25,"Company T","Fund 5",10,9,27,45,480,177,348,348,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997",2012-09-25,"Company T","Fund 6",10,9,34,57,480,348,348,348,TRUE,"Fund 6","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998",2012-09-25,"Company T","Fund 7",10,5,32,40,480,195,348,348,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1999",2012-09-25,"Company T","Fund 8",10,9,40,49,480,230,348,348,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000",2012-09-25,"Company T","Fund 9",10,2,23,57,480,312,348,348,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001",2012-09-30,"Company U","Fund 1",1,7,35,1,10,1,1,1,TRUE,"Fund 1","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"2002",2012-09-30,"Company U","Fund 10",1,5,26,1,10,1,1,1,TRUE,"Fund 10","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"2003",2012-09-30,"Company U","Fund 2",1,3,30,1,10,1,1,1,TRUE,"Fund 2","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"2004",2012-09-30,"Company U","Fund 3",1,2,30,1,10,1,1,1,TRUE,"Fund 3","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"2005",2012-09-30,"Company U","Fund 4",1,7,28,1,10,1,1,1,TRUE,"Fund 4","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"2006",2012-09-30,"Company U","Fund 5",1,8,33,1,10,1,1,1,TRUE,"Fund 5","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"2007",2012-09-30,"Company U","Fund 6",1,4,24,1,10,1,1,1,TRUE,"Fund 6","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"2008",2012-09-30,"Company U","Fund 7",1,10,26,1,10,1,1,1,TRUE,"Fund 7","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"2009",2012-09-30,"Company U","Fund 8",1,8,25,1,10,1,1,1,TRUE,"Fund 8","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"2010",2012-09-30,"Company U","Fund 9",1,8,26,1,10,1,1,1,TRUE,"Fund 9","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"2011",2012-10-09,"Company U","Fund 1",2,5,38,7,62,8,11,11,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
